Title,Date,RoomType,Season,OccupancyRate,BasePrice,Competitor,ID,haveConnectingRooms,availableViews
,"October 25, 2020",Deluxe,Peak Season,34,150,Fandak Al Madina,299,TRUE,garden
,"October 26, 2020",Suite,Peak Season,34,250,Muntaaz Al Bahar,300,FALSE,sea
,"October 27, 2020",Standard,Peak Season,68,100,Fandak Al Madina,301,TRUE,garden
,"October 28, 2020",Deluxe,Peak Season,68,150,Fandak Al Madina,302,TRUE,city
,"October 29, 2020",Suite,Peak Season,68,250,Muntaaz Al Bahar,303,TRUE,city
,"October 30, 2020",Standard,Peak Season,72,100,Fandak Al Fakhama,304,FALSE,mountain
,"October 31, 2020",Deluxe,Peak Season,72,150,Muntaaz Al Bahar,305,FALSE,sea
,"November 1, 2020",Suite,Peak Season,72,250,Fandak Al Fakhama,306,TRUE,city
,"November 2, 2020",Standard,Peak Season,43,100,Fandak Al Madina,307,FALSE,city
,"November 3, 2020",Deluxe,Peak Season,43,150,Fandak Al Fakhama,308,FALSE,sea
,"November 4, 2020",Suite,Peak Season,43,250,Nazl Al Jabal,309,FALSE,garden
,"November 5, 2020",Standard,Peak Season,26,100,Muntaaz Al Bahar,310,FALSE,garden
,"November 6, 2020",Deluxe,Peak Season,26,150,Nazl Al Jabal,311,FALSE,mountain
,"November 7, 2020",Suite,Peak Season,26,250,Fandak Al Madina,312,TRUE,garden
,"November 8, 2020",Standard,Peak Season,93,100,Muntaaz Al Bahar,313,FALSE,sea
,"November 9, 2020",Deluxe,Peak Season,93,150,Fandak Al Madina,314,TRUE,city
,"November 10, 2020",Suite,Peak Season,93,250,Nazl Al Jabal,315,TRUE,garden
,"November 11, 2020",Standard,Peak Season,95,100,Fandak Al Madina,316,FALSE,mountain
,"November 12, 2020",Deluxe,Peak Season,95,150,Muntaaz Al Bahar,317,TRUE,garden
,"November 13, 2020",Suite,Peak Season,95,250,Muntaaz Al Bahar,318,TRUE,sea
,"November 14, 2020",Standard,Peak Season,90,100,Fandak Al Madina,319,TRUE,mountain
,"November 15, 2020",Deluxe,Peak Season,90,150,Muntaaz Al Bahar,320,FALSE,garden
,"November 16, 2020",Suite,Peak Season,90,250,Muntaaz Al Bahar,321,FALSE,mountain
,"November 17, 2020",Standard,Peak Season,71,100,Fandak Al Madina,322,TRUE,sea
,"November 18, 2020",Deluxe,Peak Season,71,150,Nazl Al Jabal,323,FALSE,city
,"November 19, 2020",Suite,Peak Season,71,250,Muntaaz Al Bahar,324,FALSE,sea
,"November 20, 2020",Standard,Peak Season,72,100,Muntaaz Al Bahar,325,FALSE,sea
,"November 21, 2020",Deluxe,Peak Season,72,150,Muntaaz Al Bahar,326,FALSE,sea
,"November 22, 2020",Suite,Peak Season,72,250,Muntaaz Al Bahar,327,TRUE,sea
,"November 23, 2020",Standard,Peak Season,52,100,Fandak Al Madina,328,TRUE,city
,"November 24, 2020",Deluxe,Peak Season,52,150,Nazl Al Jabal,329,FALSE,city
,"November 25, 2020",Suite,Peak Season,52,250,Nazl Al Jabal,330,FALSE,mountain
,"November 26, 2020",Standard,Peak Season,81,100,Fandak Al Fakhama,331,TRUE,garden
,"November 27, 2020",Deluxe,Peak Season,81,150,Muntaaz Al Bahar,332,TRUE,city
,"November 28, 2020",Suite,Peak Season,81,250,Muntaaz Al Bahar,333,FALSE,city
,"November 29, 2020",Standard,Peak Season,0,100,Fandak Al Fakhama,334,TRUE,garden
,"November 30, 2020",Deluxe,Peak Season,0,150,Nazl Al Jabal,335,FALSE,city
,"December 1, 2020",Suite,Peak Season,0,250,Nazl Al Iqtisad,336,FALSE,sea
,"December 2, 2020",Standard,Peak Season,43,100,Nazl Al Iqtisad,337,TRUE,sea
,"December 3, 2020",Deluxe,Peak Season,43,150,Nazl Al Jabal,338,TRUE,garden
,"December 4, 2020",Suite,Peak Season,43,250,Muntaaz Al Bahar,339,FALSE,mountain
,"December 5, 2020",Standard,Peak Season,50,100,Nazl Al Iqtisad,340,FALSE,mountain
,"December 6, 2020",Deluxe,Peak Season,50,150,Fandak Al Madina,341,TRUE,garden
,"December 7, 2020",Suite,Peak Season,50,250,Fandak Al Madina,342,FALSE,garden
,"December 8, 2020",Standard,Peak Season,11,100,Fandak Al Fakhama,343,TRUE,sea
,"December 9, 2020",Deluxe,Peak Season,11,150,Nazl Al Jabal,344,FALSE,mountain
,"December 10, 2020",Suite,Peak Season,11,250,Nazl Al Jabal,345,TRUE,city
,"December 11, 2020",Standard,Peak Season,61,100,Nazl Al Iqtisad,346,TRUE,sea
,"December 12, 2020",Deluxe,Peak Season,61,150,Muntaaz Al Bahar,347,TRUE,garden
,"December 13, 2020",Suite,Peak Season,61,250,Nazl Al Jabal,348,FALSE,mountain
,"December 14, 2020",Standard,Peak Season,58,100,Nazl Al Iqtisad,349,FALSE,city
,"December 15, 2020",Deluxe,Peak Season,58,150,Nazl Al Iqtisad,350,TRUE,city
,"December 16, 2020",Suite,Peak Season,58,250,Nazl Al Jabal,351,FALSE,sea
,"December 17, 2020",Standard,Peak Season,88,100,Nazl Al Iqtisad,352,TRUE,mountain
,"December 18, 2020",Deluxe,Peak Season,88,150,Fandak Al Fakhama,353,TRUE,mountain
,"December 19, 2020",Suite,Peak Season,88,250,Fandak Al Fakhama,354,FALSE,garden
,"December 20, 2020",Standard,Peak Season,53,100,Nazl Al Jabal,355,FALSE,mountain
,"December 21, 2020",Deluxe,Peak Season,53,150,Muntaaz Al Bahar,356,TRUE,mountain
,"December 22, 2020",Suite,Peak Season,53,250,Fandak Al Fakhama,357,FALSE,sea
,"December 23, 2020",Standard,Peak Season,18,100,Fandak Al Fakhama,358,FALSE,mountain
,"December 24, 2020",Deluxe,Peak Season,18,150,Nazl Al Jabal,359,TRUE,city
,"December 25, 2020",Suite,Peak Season,18,250,Fandak Al Madina,360,TRUE,sea
,"December 26, 2020",Standard,Peak Season,61,100,Nazl Al Iqtisad,361,FALSE,sea
,"December 27, 2020",Deluxe,Peak Season,61,150,Fandak Al Fakhama,362,TRUE,garden
,"December 28, 2020",Suite,Peak Season,61,250,Fandak Al Madina,363,TRUE,mountain
,"December 29, 2020",Standard,Peak Season,30,100,Muntaaz Al Bahar,364,FALSE,garden
,"December 30, 2020",Deluxe,Peak Season,30,150,Fandak Al Madina,365,TRUE,city
,"December 31, 2020",Suite,Peak Season,30,250,Nazl Al Jabal,366,TRUE,sea
,"January 1, 2021",Standard,Peak Season,72,100,Muntaaz Al Bahar,367,FALSE,sea
,"January 2, 2021",Deluxe,Peak Season,72,150,Muntaaz Al Bahar,368,FALSE,sea
,"January 3, 2021",Suite,Peak Season,72,250,Fandak Al Madina,369,TRUE,city
,"January 4, 2021",Standard,Peak Season,54,100,Nazl Al Jabal,370,TRUE,city
,"January 5, 2021",Deluxe,Peak Season,54,150,Fandak Al Fakhama,371,FALSE,garden
,"January 6, 2021",Suite,Peak Season,54,250,Fandak Al Madina,372,FALSE,garden
,"January 7, 2021",Standard,Peak Season,87,100,Fandak Al Fakhama,373,FALSE,garden
,"January 8, 2021",Deluxe,Peak Season,87,150,Fandak Al Madina,374,FALSE,mountain
,"January 9, 2021",Suite,Peak Season,87,250,Fandak Al Fakhama,375,TRUE,sea
,"January 10, 2021",Standard,Peak Season,0,100,Fandak Al Madina,376,FALSE,sea
,"January 11, 2021",Deluxe,Peak Season,0,150,Muntaaz Al Bahar,377,FALSE,garden
,"January 12, 2021",Suite,Peak Season,0,250,Nazl Al Iqtisad,378,TRUE,sea
,"January 13, 2021",Standard,Peak Season,18,100,Muntaaz Al Bahar,379,FALSE,garden
,"January 14, 2021",Deluxe,Peak Season,18,150,Fandak Al Fakhama,380,TRUE,mountain
,"January 15, 2021",Suite,Peak Season,18,250,Nazl Al Jabal,381,FALSE,mountain
,"January 16, 2021",Standard,Peak Season,28,100,Muntaaz Al Bahar,382,FALSE,city
,"January 17, 2021",Deluxe,Peak Season,28,150,Nazl Al Iqtisad,383,FALSE,mountain
,"January 18, 2021",Suite,Peak Season,28,250,Fandak Al Fakhama,384,TRUE,garden
,"January 19, 2021",Standard,Peak Season,76,100,Muntaaz Al Bahar,385,TRUE,mountain
,"January 20, 2021",Deluxe,Peak Season,76,150,Fandak Al Madina,386,FALSE,city
,"January 21, 2021",Suite,Peak Season,76,250,Nazl Al Jabal,387,TRUE,sea
,"January 22, 2021",Standard,Peak Season,69,100,Fandak Al Fakhama,388,TRUE,garden
,"January 23, 2021",Deluxe,Peak Season,69,150,Muntaaz Al Bahar,389,TRUE,sea
,"January 24, 2021",Suite,Peak Season,69,250,Fandak Al Fakhama,390,TRUE,city
,"January 25, 2021",Standard,Peak Season,2,100,Fandak Al Madina,391,TRUE,city
,"January 26, 2021",Deluxe,Peak Season,2,150,Nazl Al Iqtisad,392,TRUE,city
,"January 27, 2021",Suite,Peak Season,2,250,Muntaaz Al Bahar,393,FALSE,sea
,"January 28, 2021",Standard,Peak Season,2,100,Fandak Al Fakhama,394,FALSE,sea
,"January 29, 2021",Deluxe,Peak Season,2,150,Fandak Al Fakhama,395,TRUE,sea
,"January 30, 2021",Suite,Peak Season,2,250,Fandak Al Fakhama,396,FALSE,sea
,"January 31, 2021",Standard,Peak Season,35,100,Nazl Al Iqtisad,397,FALSE,city
,"February 1, 2021",Deluxe,Peak Season,35,150,Fandak Al Fakhama,398,FALSE,city
,"February 2, 2021",Suite,Peak Season,35,250,Nazl Al Jabal,399,FALSE,garden
,"February 3, 2021",Standard,Peak Season,60,100,Nazl Al Jabal,400,TRUE,garden
,"February 4, 2021",Deluxe,Peak Season,60,150,Fandak Al Fakhama,401,FALSE,sea
,"February 5, 2021",Suite,Peak Season,60,250,Nazl Al Jabal,402,FALSE,mountain
,"February 6, 2021",Standard,Peak Season,88,100,Muntaaz Al Bahar,403,TRUE,mountain
,"February 7, 2021",Deluxe,Peak Season,88,150,Nazl Al Jabal,404,TRUE,city
,"February 8, 2021",Suite,Peak Season,88,250,Fandak Al Fakhama,405,FALSE,city
,"February 9, 2021",Standard,Peak Season,40,100,Fandak Al Madina,406,FALSE,city
,"February 10, 2021",Deluxe,Peak Season,40,150,Muntaaz Al Bahar,407,FALSE,garden
,"February 11, 2021",Suite,Peak Season,40,250,Nazl Al Iqtisad,408,FALSE,garden
,"February 12, 2021",Standard,Peak Season,74,100,Fandak Al Fakhama,409,FALSE,city
,"February 13, 2021",Deluxe,Peak Season,74,150,Nazl Al Iqtisad,410,FALSE,city
,"February 14, 2021",Suite,Peak Season,74,250,Fandak Al Madina,411,TRUE,city
,"February 15, 2021",Standard,Peak Season,22,100,Nazl Al Iqtisad,412,FALSE,mountain
,"February 16, 2021",Deluxe,Peak Season,22,150,Fandak Al Fakhama,413,FALSE,garden
,"February 17, 2021",Suite,Peak Season,22,250,Fandak Al Fakhama,414,TRUE,mountain
,"February 18, 2021",Standard,Peak Season,91,100,Fandak Al Madina,415,TRUE,mountain
,"February 19, 2021",Deluxe,Peak Season,91,150,Fandak Al Fakhama,416,TRUE,city
,"February 20, 2021",Suite,Peak Season,91,250,Fandak Al Madina,417,TRUE,city
,"February 21, 2021",Standard,Peak Season,46,100,Fandak Al Madina,418,FALSE,sea
,"February 22, 2021",Deluxe,Peak Season,46,150,Fandak Al Fakhama,419,FALSE,sea
,"February 23, 2021",Suite,Peak Season,46,250,Nazl Al Jabal,420,FALSE,mountain
,"February 24, 2021",Standard,Peak Season,26,100,Fandak Al Madina,421,FALSE,garden
,"February 25, 2021",Deluxe,Peak Season,26,150,Fandak Al Fakhama,422,FALSE,city
,"February 26, 2021",Suite,Peak Season,26,250,Nazl Al Jabal,423,FALSE,city
,"February 27, 2021",Standard,Peak Season,38,100,Fandak Al Madina,424,TRUE,mountain
,"February 28, 2021",Deluxe,Peak Season,38,150,Nazl Al Jabal,425,FALSE,sea
,"March 1, 2021",Suite,Peak Season,38,250,Muntaaz Al Bahar,426,TRUE,garden
,"March 2, 2021",Standard,Peak Season,1,100,Muntaaz Al Bahar,427,TRUE,sea
,"March 3, 2021",Deluxe,Peak Season,1,150,Nazl Al Jabal,428,FALSE,sea
,"March 4, 2021",Suite,Peak Season,1,250,Fandak Al Madina,429,TRUE,sea
,"March 5, 2021",Standard,Peak Season,79,100,Fandak Al Fakhama,430,FALSE,sea
,"March 6, 2021",Deluxe,Peak Season,79,150,Nazl Al Iqtisad,431,TRUE,city
,"March 7, 2021",Suite,Peak Season,79,250,Fandak Al Fakhama,432,FALSE,city
,"March 8, 2021",Standard,Peak Season,28,100,Nazl Al Iqtisad,433,TRUE,sea
,"March 9, 2021",Deluxe,Peak Season,28,150,Nazl Al Iqtisad,434,FALSE,garden
,"March 10, 2021",Suite,Peak Season,28,250,Fandak Al Madina,435,FALSE,mountain
,"March 11, 2021",Standard,Peak Season,12,100,Nazl Al Jabal,436,FALSE,garden
,"March 12, 2021",Deluxe,Peak Season,12,150,Fandak Al Fakhama,437,FALSE,garden
,"March 13, 2021",Suite,Peak Season,12,250,Nazl Al Jabal,438,FALSE,garden
,"March 14, 2021",Standard,Peak Season,89,100,Muntaaz Al Bahar,439,TRUE,sea
,"March 15, 2021",Deluxe,Peak Season,89,150,Fandak Al Madina,440,TRUE,city
,"March 16, 2021",Suite,Peak Season,89,250,Fandak Al Madina,441,TRUE,garden
,"March 17, 2021",Standard,Peak Season,37,100,Muntaaz Al Bahar,442,FALSE,sea
,"March 18, 2021",Deluxe,Peak Season,37,150,Fandak Al Fakhama,443,TRUE,garden
,"March 19, 2021",Suite,Peak Season,37,250,Muntaaz Al Bahar,444,FALSE,garden
,"March 20, 2021",Standard,Peak Season,34,100,Fandak Al Fakhama,445,FALSE,sea
,"March 21, 2021",Deluxe,Peak Season,34,150,Nazl Al Iqtisad,446,TRUE,city
,"March 22, 2021",Suite,Peak Season,34,250,Fandak Al Madina,447,TRUE,city
,"March 23, 2021",Standard,Peak Season,44,100,Fandak Al Fakhama,448,FALSE,mountain
,"March 24, 2021",Deluxe,Peak Season,44,150,Nazl Al Jabal,449,TRUE,sea
,"March 25, 2021",Suite,Peak Season,44,250,Nazl Al Jabal,450,FALSE,mountain
,"March 26, 2021",Standard,Peak Season,71,100,Fandak Al Madina,451,FALSE,mountain
,"March 27, 2021",Deluxe,Peak Season,71,150,Muntaaz Al Bahar,452,FALSE,mountain
,"March 28, 2021",Suite,Peak Season,71,250,Muntaaz Al Bahar,453,FALSE,city
,"March 29, 2021",Standard,Peak Season,77,100,Fandak Al Fakhama,454,FALSE,sea
,"March 30, 2021",Deluxe,Peak Season,77,150,Muntaaz Al Bahar,455,TRUE,mountain
,"March 31, 2021",Suite,Peak Season,77,250,Fandak Al Madina,456,TRUE,sea
,"April 1, 2021",Standard,Peak Season,20,100,Fandak Al Fakhama,457,FALSE,sea
,"April 2, 2021",Deluxe,Peak Season,20,150,Nazl Al Iqtisad,458,FALSE,city
,"April 3, 2021",Suite,Peak Season,20,250,Muntaaz Al Bahar,459,TRUE,mountain
,"April 4, 2021",Standard,Peak Season,93,100,Muntaaz Al Bahar,460,TRUE,mountain
,"April 5, 2021",Deluxe,Peak Season,93,150,Fandak Al Fakhama,461,FALSE,sea
,"April 6, 2021",Suite,Peak Season,93,250,Nazl Al Jabal,462,TRUE,garden
,"April 7, 2021",Standard,Peak Season,28,100,Muntaaz Al Bahar,463,FALSE,city
,"April 8, 2021",Deluxe,Peak Season,28,150,Fandak Al Madina,464,TRUE,city
,"April 9, 2021",Suite,Peak Season,28,250,Muntaaz Al Bahar,465,FALSE,city
,"April 10, 2021",Standard,Peak Season,46,100,Nazl Al Iqtisad,466,TRUE,city
,"April 11, 2021",Deluxe,Peak Season,46,150,Muntaaz Al Bahar,467,FALSE,mountain
,"April 12, 2021",Suite,Peak Season,46,250,Nazl Al Jabal,468,TRUE,mountain
,"April 13, 2021",Standard,Peak Season,18,100,Muntaaz Al Bahar,469,TRUE,garden
,"April 14, 2021",Deluxe,Peak Season,18,150,Fandak Al Fakhama,470,FALSE,city
,"April 15, 2021",Suite,Peak Season,18,250,Muntaaz Al Bahar,471,TRUE,city
,"April 16, 2021",Standard,Peak Season,39,100,Nazl Al Jabal,472,FALSE,sea
,"April 17, 2021",Deluxe,Peak Season,39,150,Fandak Al Fakhama,473,TRUE,mountain
,"April 18, 2021",Suite,Peak Season,39,250,Fandak Al Madina,474,FALSE,city
,"April 19, 2021",Standard,Peak Season,1,100,Fandak Al Fakhama,475,TRUE,garden
,"April 20, 2021",Deluxe,Peak Season,1,150,Nazl Al Iqtisad,476,FALSE,garden
,"April 21, 2021",Suite,Peak Season,1,250,Fandak Al Fakhama,477,TRUE,mountain
,"April 22, 2021",Standard,Peak Season,71,100,Fandak Al Madina,478,FALSE,garden
,"April 23, 2021",Deluxe,Peak Season,71,150,Muntaaz Al Bahar,479,TRUE,garden
,"April 24, 2021",Suite,Peak Season,71,250,Fandak Al Fakhama,480,FALSE,mountain
,"April 25, 2021",Standard,Peak Season,58,100,Fandak Al Fakhama,481,FALSE,city
,"April 26, 2021",Deluxe,Peak Season,58,150,Fandak Al Fakhama,482,FALSE,city
,"April 27, 2021",Suite,Peak Season,58,250,Fandak Al Fakhama,483,TRUE,garden
,"April 28, 2021",Standard,Peak Season,20,100,Fandak Al Madina,484,FALSE,garden
,"April 29, 2021",Deluxe,Peak Season,20,150,Nazl Al Jabal,485,TRUE,city
,"April 30, 2021",Suite,Peak Season,20,250,Nazl Al Jabal,486,FALSE,mountain
,"May 1, 2021",Standard,Peak Season,8,100,Fandak Al Fakhama,487,TRUE,garden
,"May 2, 2021",Deluxe,Peak Season,8,150,Fandak Al Madina,488,FALSE,sea
,"May 3, 2021",Suite,Peak Season,8,250,Fandak Al Madina,489,TRUE,mountain
,"May 4, 2021",Standard,Peak Season,17,100,Fandak Al Fakhama,490,TRUE,garden
,"May 5, 2021",Deluxe,Peak Season,17,150,Nazl Al Iqtisad,491,FALSE,garden
,"May 6, 2021",Suite,Peak Season,17,250,Fandak Al Fakhama,492,TRUE,sea
,"May 7, 2021",Standard,Peak Season,28,100,Nazl Al Iqtisad,493,TRUE,sea
,"May 8, 2021",Deluxe,Peak Season,28,150,Fandak Al Fakhama,494,FALSE,city
,"May 9, 2021",Suite,Peak Season,28,250,Nazl Al Iqtisad,495,TRUE,mountain
,"May 10, 2021",Standard,Peak Season,43,100,Nazl Al Iqtisad,496,TRUE,mountain
,"May 11, 2021",Deluxe,Peak Season,43,150,Fandak Al Fakhama,497,TRUE,city
,"May 12, 2021",Suite,Peak Season,43,250,Nazl Al Iqtisad,498,FALSE,mountain
,"May 13, 2021",Standard,Peak Season,68,100,Muntaaz Al Bahar,499,TRUE,mountain
,"May 14, 2021",Deluxe,Peak Season,68,150,Nazl Al Jabal,500,FALSE,mountain
,"May 15, 2021",Suite,Peak Season,68,250,Fandak Al Madina,501,TRUE,mountain
,"May 16, 2021",Standard,Peak Season,39,100,Nazl Al Iqtisad,502,TRUE,mountain
,"May 17, 2021",Deluxe,Peak Season,39,150,Nazl Al Iqtisad,503,TRUE,sea
,"May 18, 2021",Suite,Peak Season,39,250,Fandak Al Madina,504,FALSE,mountain
,"May 19, 2021",Standard,Peak Season,47,100,Nazl Al Iqtisad,505,TRUE,sea
,"May 20, 2021",Deluxe,Peak Season,47,150,Fandak Al Madina,506,TRUE,mountain
,"May 21, 2021",Suite,Peak Season,47,250,Fandak Al Fakhama,507,FALSE,city
,"May 22, 2021",Standard,Peak Season,47,100,Muntaaz Al Bahar,508,TRUE,garden
,"May 23, 2021",Deluxe,Peak Season,47,150,Muntaaz Al Bahar,509,FALSE,sea
,"May 24, 2021",Suite,Peak Season,47,250,Nazl Al Jabal,510,FALSE,mountain
,"May 25, 2021",Standard,Peak Season,95,100,Nazl Al Iqtisad,511,TRUE,city
,"May 26, 2021",Deluxe,Peak Season,95,150,Nazl Al Jabal,512,FALSE,garden
,"May 27, 2021",Suite,Peak Season,95,250,Fandak Al Fakhama,513,TRUE,sea
,"May 28, 2021",Standard,Peak Season,6,100,Muntaaz Al Bahar,514,FALSE,garden
,"May 29, 2021",Deluxe,Peak Season,6,150,Fandak Al Fakhama,515,FALSE,city
,"May 30, 2021",Suite,Peak Season,6,250,Fandak Al Fakhama,516,TRUE,sea
,"May 31, 2021",Standard,Peak Season,63,100,Nazl Al Iqtisad,517,FALSE,garden
,"June 1, 2021",Deluxe,Peak Season,63,150,Fandak Al Fakhama,518,FALSE,mountain
,"June 2, 2021",Suite,Peak Season,63,250,Muntaaz Al Bahar,519,FALSE,sea
,"June 3, 2021",Standard,Peak Season,88,100,Nazl Al Jabal,520,FALSE,garden
,"June 4, 2021",Deluxe,Peak Season,88,150,Muntaaz Al Bahar,521,FALSE,city
,"June 5, 2021",Suite,Peak Season,88,250,Nazl Al Iqtisad,522,TRUE,city
,"June 6, 2021",Standard,Peak Season,4,100,Muntaaz Al Bahar,523,FALSE,sea
,"June 7, 2021",Deluxe,Peak Season,4,150,Fandak Al Madina,524,TRUE,garden
,"June 8, 2021",Suite,Peak Season,4,250,Nazl Al Jabal,525,FALSE,sea
,"June 9, 2021",Standard,Peak Season,74,100,Fandak Al Madina,526,TRUE,sea
,"June 10, 2021",Deluxe,Peak Season,74,150,Fandak Al Madina,527,TRUE,garden
,"June 11, 2021",Suite,Peak Season,74,250,Nazl Al Iqtisad,528,FALSE,garden
,"June 12, 2021",Standard,Peak Season,35,100,Fandak Al Fakhama,529,FALSE,mountain
,"June 13, 2021",Deluxe,Peak Season,35,150,Fandak Al Madina,530,FALSE,garden
,"June 14, 2021",Suite,Peak Season,35,250,Muntaaz Al Bahar,531,TRUE,city
,"June 15, 2021",Standard,Peak Season,23,100,Fandak Al Fakhama,532,FALSE,sea
,"June 16, 2021",Deluxe,Peak Season,23,150,Muntaaz Al Bahar,533,TRUE,sea
,"June 17, 2021",Suite,Peak Season,23,250,Muntaaz Al Bahar,534,TRUE,city
,"June 18, 2021",Standard,Peak Season,14,100,Fandak Al Fakhama,535,TRUE,garden
,"June 19, 2021",Deluxe,Peak Season,14,150,Fandak Al Fakhama,536,FALSE,city
,"June 20, 2021",Suite,Peak Season,14,250,Muntaaz Al Bahar,537,FALSE,city
,"June 21, 2021",Standard,Peak Season,37,100,Nazl Al Iqtisad,538,TRUE,mountain
,"June 22, 2021",Deluxe,Peak Season,37,150,Nazl Al Jabal,539,TRUE,city
,"June 23, 2021",Suite,Peak Season,37,250,Nazl Al Jabal,540,FALSE,sea
,"June 24, 2021",Standard,Peak Season,53,100,Nazl Al Iqtisad,541,TRUE,city
,"June 25, 2021",Deluxe,Peak Season,53,150,Fandak Al Fakhama,542,FALSE,sea
,"June 26, 2021",Suite,Peak Season,53,250,Muntaaz Al Bahar,543,TRUE,sea
,"June 27, 2021",Standard,Peak Season,99,100,Nazl Al Jabal,544,FALSE,sea
,"June 28, 2021",Deluxe,Peak Season,99,150,Muntaaz Al Bahar,545,TRUE,garden
,"June 29, 2021",Suite,Peak Season,99,250,Nazl Al Iqtisad,546,FALSE,mountain
,"June 30, 2021",Standard,Peak Season,66,100,Muntaaz Al Bahar,547,TRUE,sea
,"July 1, 2021",Deluxe,Peak Season,66,150,Nazl Al Iqtisad,548,FALSE,sea
,"July 2, 2021",Suite,Peak Season,66,250,Fandak Al Fakhama,549,FALSE,garden
,"July 3, 2021",Standard,Peak Season,55,100,Nazl Al Iqtisad,550,TRUE,sea
,"July 4, 2021",Deluxe,Peak Season,55,150,Nazl Al Iqtisad,551,TRUE,city
,"July 5, 2021",Suite,Peak Season,55,250,Nazl Al Jabal,552,FALSE,city
,"July 6, 2021",Standard,Peak Season,87,100,Muntaaz Al Bahar,553,TRUE,mountain
,"July 7, 2021",Deluxe,Peak Season,87,150,Nazl Al Jabal,554,FALSE,sea
,"July 8, 2021",Suite,Peak Season,87,250,Fandak Al Madina,555,TRUE,garden
,"July 9, 2021",Standard,Peak Season,87,100,Nazl Al Iqtisad,556,FALSE,city
,"July 10, 2021",Deluxe,Peak Season,87,150,Fandak Al Madina,557,FALSE,garden
,"July 11, 2021",Suite,Peak Season,87,250,Nazl Al Jabal,558,FALSE,garden
,"July 12, 2021",Standard,Peak Season,23,100,Muntaaz Al Bahar,559,FALSE,city
,"July 13, 2021",Deluxe,Peak Season,23,150,Nazl Al Jabal,560,FALSE,garden
,"July 14, 2021",Suite,Peak Season,23,250,Muntaaz Al Bahar,561,FALSE,city
,"July 15, 2021",Standard,Peak Season,100,100,Muntaaz Al Bahar,562,TRUE,garden
,"July 16, 2021",Deluxe,Peak Season,100,150,Fandak Al Fakhama,563,TRUE,city
,"July 17, 2021",Suite,Peak Season,100,250,Nazl Al Iqtisad,564,TRUE,sea
,"July 18, 2021",Standard,Peak Season,60,100,Nazl Al Jabal,565,FALSE,mountain
,"July 19, 2021",Deluxe,Peak Season,60,150,Muntaaz Al Bahar,566,FALSE,city
,"July 20, 2021",Suite,Peak Season,60,250,Nazl Al Jabal,567,FALSE,city
,"July 21, 2021",Standard,Peak Season,81,100,Nazl Al Jabal,568,FALSE,mountain
,"July 22, 2021",Deluxe,Peak Season,81,150,Muntaaz Al Bahar,569,TRUE,city
,"July 23, 2021",Suite,Peak Season,81,250,Fandak Al Madina,570,TRUE,city
,"July 24, 2021",Standard,Peak Season,71,100,Nazl Al Iqtisad,571,FALSE,garden
,"July 25, 2021",Deluxe,Peak Season,71,150,Nazl Al Iqtisad,572,TRUE,mountain
,"July 26, 2021",Suite,Peak Season,71,250,Fandak Al Fakhama,573,TRUE,sea
,"July 27, 2021",Standard,Peak Season,43,100,Fandak Al Fakhama,574,FALSE,city
,"July 28, 2021",Deluxe,Peak Season,43,150,Fandak Al Fakhama,575,TRUE,mountain
,"July 29, 2021",Suite,Peak Season,43,250,Nazl Al Iqtisad,576,FALSE,garden
,"July 30, 2021",Standard,Peak Season,40,100,Fandak Al Madina,577,TRUE,sea
,"July 31, 2021",Deluxe,Peak Season,40,150,Nazl Al Iqtisad,578,FALSE,mountain
,"August 1, 2021",Suite,Peak Season,40,250,Nazl Al Iqtisad,579,FALSE,sea
,"August 2, 2021",Standard,Peak Season,70,100,Nazl Al Iqtisad,580,FALSE,sea
,"August 3, 2021",Deluxe,Peak Season,70,150,Nazl Al Iqtisad,581,FALSE,sea
,"August 4, 2021",Suite,Peak Season,70,250,Fandak Al Madina,582,TRUE,city
,"August 5, 2021",Standard,Peak Season,77,100,Fandak Al Fakhama,583,FALSE,city
,"August 6, 2021",Deluxe,Peak Season,77,150,Nazl Al Jabal,584,FALSE,garden
,"August 7, 2021",Suite,Peak Season,77,250,Fandak Al Fakhama,585,FALSE,garden
,"August 8, 2021",Standard,Peak Season,50,100,Fandak Al Fakhama,586,TRUE,mountain
,"August 9, 2021",Deluxe,Peak Season,50,150,Nazl Al Jabal,587,FALSE,garden
,"August 10, 2021",Suite,Peak Season,50,250,Nazl Al Iqtisad,588,TRUE,sea
,"August 11, 2021",Standard,Peak Season,10,100,Fandak Al Madina,589,FALSE,sea
,"August 12, 2021",Deluxe,Peak Season,10,150,Fandak Al Madina,590,TRUE,city
,"August 13, 2021",Suite,Peak Season,10,250,Fandak Al Fakhama,591,TRUE,sea
,"August 14, 2021",Standard,Peak Season,87,100,Nazl Al Jabal,592,FALSE,mountain
,"August 15, 2021",Deluxe,Peak Season,87,150,Muntaaz Al Bahar,593,TRUE,sea
,"August 16, 2021",Suite,Peak Season,87,250,Nazl Al Iqtisad,594,FALSE,sea
,"August 17, 2021",Standard,Peak Season,48,100,Fandak Al Fakhama,595,FALSE,mountain
,"August 18, 2021",Deluxe,Peak Season,48,150,Fandak Al Madina,596,FALSE,garden
,"August 19, 2021",Suite,Peak Season,48,250,Nazl Al Jabal,597,TRUE,garden
,"August 20, 2021",Standard,Peak Season,10,100,Nazl Al Jabal,598,TRUE,mountain
